WKT,name,description
"POLYGON ((106.7931316 -6.365255, 106.7921016 -6.3594545, 106.7941616 -6.3533127, 106.7934749 -6.3464883, 106.7975937 -6.3448424, 106.802058 -6.3290859, 106.8072078 -6.3215788, 106.8099544 -6.3140715, 106.8024002 -6.3161791, 106.7900417 -6.3150953, 106.7852352 -6.3174839, 106.7780254 -6.3144128, 106.7769954 -6.3236262, 106.7769954 -6.330792, 106.7721889 -6.3396639, 106.7742489 -6.3488769, 106.7697857 -6.3529714, 106.770129 -6.3577484, 106.7605159 -6.3567248, 106.7546795 -6.3608193, 106.7213771 -6.3597957, 106.7182872 -6.3632078, 106.7124508 -6.3604781, 106.7244671 -6.3686671, 106.725497 -6.3792443, 106.7279003 -6.3847034, 106.7316768 -6.3867506, 106.7320202 -6.3932332, 106.7327068 -6.4003981, 106.7344234 -6.4031275, 106.7368267 -6.405857, 106.7351101 -6.4167746, 106.7330501 -6.4205275, 106.7423198 -6.4205275, 106.7409465 -6.425645, 106.73717 -6.4297389, 106.73717 -6.436221, 106.7406032 -6.4423618, 106.7368267 -6.4478203, 106.7423198 -6.4474791, 106.748843 -6.4485026, 106.7567394 -6.4491849, 106.7618892 -6.4464557, 106.769099 -6.4447499, 106.7749355 -6.4437264, 106.7800853 -6.4464557, 106.7848919 -6.4488437, 106.7859218 -6.442703, 106.7910717 -6.4403149, 106.7917583 -6.4467968, 106.7965648 -6.4406561, 106.7975948 -6.4505495, 106.8027446 -6.4515729, 106.801028 -6.4594193, 106.8082378 -6.4628307, 106.8212841 -6.4607839, 106.8315838 -6.4607839, 106.8439434 -6.4645364, 106.8509815 -6.4646217, 106.8497797 -6.4604854, 106.8374202 -6.4485026, 106.8415401 -6.4399737, 106.8525264 -6.4355387, 106.8576763 -6.4467968, 106.8614528 -6.4580547, 106.8652294 -6.4652187, 106.8782756 -6.4652187, 106.8841121 -6.4652187, 106.8837688 -6.4512318, 106.8875454 -6.4413384, 106.8920086 -6.4348564, 106.9071148 -6.4338329, 106.9122646 -6.4266685, 106.921191 -6.4208686, 106.9263408 -6.4157511, 106.9356105 -6.4061981, 106.9277141 -6.4027863, 106.9174144 -6.4024452, 106.9112346 -6.4048334, 106.9081447 -6.4102923, 106.9040249 -6.4075629, 106.9091747 -6.3922096, 106.9177578 -6.3758323, 106.9215343 -6.365255, 106.9150112 -6.3628666, 106.910548 -6.3649138, 106.9067714 -6.3604781, 106.9016216 -6.3700319, 106.8858287 -6.3713967, 106.878619 -6.3649138, 106.874498 -6.3557613, 106.8645427 -6.3567248, 106.8617962 -6.3584309, 106.8573318 -6.353714, 106.8532131 -6.3417112, 106.8442867 -6.3417112, 106.8401657 -6.3530316, 106.8326137 -6.3563836, 106.8250606 -6.3577484, 106.818193 -6.3578085, 106.8154476 -6.3649138, 106.8109844 -6.3638902, 106.8044613 -6.363549, 106.7996547 -6.3649138, 106.7931316 -6.365255))",Daerah Depok,
