WKT,name,description
"POLYGON ((106.8232362 -6.1715962, 106.8230645 -6.1721082, 106.8230645 -6.1726628, 106.8230645 -6.1729615, 106.8230645 -6.1733882, 106.8230645 -6.1739428, 106.8229787 -6.1743268, 106.8230216 -6.1753508, 106.8230216 -6.1759908, 106.8229358 -6.1765881, 106.8230216 -6.1772708, 106.8230216 -6.1783801, 106.8230216 -6.1792334, 106.8230431 -6.1799801, 106.8234079 -6.1802787, 106.8240087 -6.1803001, 106.824867 -6.1804281, 106.8261974 -6.1803001, 106.8270557 -6.1801721, 106.8278711 -6.1801721, 106.8290298 -6.1802574, 106.8298023 -6.1801721, 106.8310039 -6.1799588, 106.830918 -6.1796175, 106.8308107 -6.1794041, 106.8307463 -6.1791054, 106.8302743 -6.1785508, 106.8300812 -6.1781028, 106.8298666 -6.1777828, 106.8299739 -6.1769721, 106.8299739 -6.1753508, 106.8299739 -6.1742415, 106.829931 -6.1734735, 106.8291156 -6.1729615, 106.8290727 -6.1721508, 106.8290727 -6.1716388, 106.8282144 -6.1715962, 106.8267553 -6.1715962, 106.8254678 -6.1714255, 106.8245666 -6.1715108, 106.8232362 -6.1715962))",area taman monas,
