WKT,name,description
"POLYGON ((106.8204357 -6.3064195, 106.8204786 -6.3056517, 106.8193628 -6.3058223, 106.8184616 -6.3056091, 106.8183758 -6.3051825, 106.8163158 -6.3050545, 106.8162729 -6.3061209, 106.8169166 -6.3070167, 106.8166591 -6.3077845, 106.8160583 -6.3080831, 106.815715 -6.3094481, 106.8161871 -6.3106424, 106.8174745 -6.3104291, 106.8175604 -6.3112396, 106.8176462 -6.3130311, 106.8177749 -6.3147373, 106.8166162 -6.3152065, 106.8166162 -6.3161449, 106.8176033 -6.3161449, 106.8186762 -6.3164862, 106.819277 -6.3172539, 106.8206503 -6.3175099, 106.8218948 -6.3175099, 106.8234827 -6.3175099, 106.8247272 -6.3176805, 106.8249847 -6.3163155, 106.825328 -6.3150359, 106.8254997 -6.3137562, 106.8255855 -6.3124766, 106.8258859 -6.3112396, 106.8265726 -6.3114102, 106.8270017 -6.3096187, 106.8270017 -6.3088935, 106.8255855 -6.308595, 106.8245984 -6.3083391, 106.8245555 -6.3064196, 106.8229677 -6.3065475, 106.8204357 -6.3064195))",area ragunan,
